Country,Density(P/Km2),Armed Forces,GDP,Labor force participation(%),Unemployment rate,Total tax rate,CPI,Self-paid Health,Birth Rate,Forested Area(%),Agricultural Land(%),Primary educ. enr.(%),Cluster
Morocco,0.4200708677456604,0.8317311235669194,0.4632327632084605,0.14959016393442615,0.31790672837308653,0.38453713123092575,0.03432908855667827,0.6264744429882045,0.3160282258064517,0.12817904374364192,0.828048780487805,0.6456009913258983,poor
Myanmar,0.4200708677456604,0.8809754497614672,0.41726439235006163,0.4856557377049182,0.053043787824848705,0.23601220752797558,0.15872536664816717,0.8990825688073395,0.28099798387096775,0.44354018311291965,0.2304878048780488,0.6257744733581164,poor
Nigeria,0.5453952296006689,0.8227061114911075,0.6004560251065918,0.305327868852459,0.2851548593805625,0.2726347914547304,0.29824994445499087,0.8768020969855833,0.794102822580645,0.07324516785350967,0.9402439024390244,0.2837670384138785,poor
Pakistan,0.5753997690203048,0.921267763684233,0.5605035274985481,0.2991803278688525,0.15521537913848346,0.2634791454730417,0.18297095406722463,0.8020969855832242,0.550655241935484,0.019328585961342827,0.5756097560975609,0.4027261462205699,poor
Philippines,0.60664297516574,0.7999113497251987,0.5825460345637961,0.4426229508196722,0.07333570665717337,0.35707019328585965,0.08057061121129738,0.6317169069462647,0.3566028225806452,0.28280773143438453,0.501219512195122,0.5662949194547707,poor
Senegal,0.4259353647402533,0.6601434286876727,0.296230539843815,0.15778688524590168,0.23175507297970807,0.3743641912512716,0.02938356953792498,0.5098296199213631,0.7086693548387097,0.43540183112919634,0.5548780487804879,0.2379182156133829,poor
Sudan,0.2722331176669769,0.7858300614896062,0.27339513320912,0.21311475409836067,0.5852616589533642,0.38046795523906407,0.7849745788704428,0.7588466579292268,0.6496975806451613,0.08240081383519837,0.34268292682926826,0.18587360594795532,poor
Syria,0.43690436274867883,0.8297968509530274,0.3518777515807159,0.125,0.2947668209327163,0.353001017293998,0.11046919709238345,0.6343381389252949,0.4357358870967743,0.027466937945066126,0.9170731707317074,0.24659231722428754,poor
Tajikistan,0.39527279075305133,0.6526912418307975,0.18605901858139662,0.08196721311475408,0.38910644357422575,0.6032553407934893,0.12151314989255724,0.7575360419397117,0.6139112903225807,0.030518819938962362,0.4085365853658537,0.4845105328376703,poor
Tunisia,0.40910186973723495,0.7222383884986551,0.3476840895440776,0.1659836065573771,0.5671057315770738,0.5361139369277721,0.13486517838663015,0.45216251638269983,0.28125,0.06917599186164802,0.7829268292682927,0.664188351920694,poor
Ukraine,0.4074539514805756,0.8443547373021574,0.48996123660488644,0.3319672131147542,0.31292274830900685,0.3784333672431333,0.3137622242177083,0.5570117955439056,0.05796370967741932,0.1698880976602238,0.8670731707317074,0.4609665427509294,poor
Venezuela,0.3022881533626718,0.8540032205362519,0.6080625601105538,0.444672131147541,0.31007475970096127,0.664292980671414,1.0,0.5307994757536042,0.28931451612903225,0.5361139369277722,0.2914634146341463,0.4386617100371747,poor
Yemen,0.3711876126527299,0.7100223297198746,0.30990316575306487,0.0,0.4563901744393023,0.18921668362156668,0.13918148985995593,0.9921363040629095,0.6060987903225807,0.01017293997965412,0.5365853658536586,0.39405204460966525,poor
