Country,Density(P/Km2),Armed Forces,GDP,Labor force participation(%),Unemployment rate,Total tax rate,CPI,Self-paid Health,Birth Rate,Forested Area(%),Agricultural Land(%),Primary educ. enr.(%)
Belgium,5.950642552587727,10.373522431293592,26.99540051221968,53.6,5.59,55.4,4.771616393623756,17.6,10.3,22.6,44.6,103.9
Belize,2.8903717578961645,7.601402334583733,21.35433206128082,65.1,6.41,31.1,4.669833699313814,22.7,20.79,59.7,7.0,111.7
Benin,4.6913478822291435,9.392745258631441,23.38984863362953,70.9,2.23,48.9,4.715906227582757,40.5,36.22,37.8,33.3,122.0
Bhutan,3.044522437723423,8.699681400989514,21.617995429864685,66.7,2.34,35.3,5.125034834404752,19.8,17.26,72.5,13.6,100.1
Bolivia,2.4849066497880004,11.170449240431308,24.434281538101573,71.8,3.5,83.7,5.006091654046383,25.9,21.75,50.3,34.8,98.2
Botswana,1.6094379124341003,9.105090961257085,23.63237815453193,70.8,18.19,25.1,5.015622835607295,5.3,24.82,18.9,45.6,103.2
Brazil,3.258096538021482,13.500801182986649,28.24065517931946,63.9,12.08,65.1,5.126342101808226,28.3,13.92,58.9,33.9,115.4
Brunei,4.430816798843313,8.987321812850125,23.32368798621345,64.7,9.12,8.0,4.605470140997089,6.0,14.9,72.1,2.7,103.2
Bulgaria,4.174387269895637,10.34177474101152,25.177613133211548,55.4,4.34,28.3,4.7485776492828204,47.7,8.9,35.4,46.3,89.3
Burkina Faso,4.343805421853684,9.305741456739435,23.479840150067414,66.4,6.26,41.3,4.678234756845097,36.1,37.93,19.3,44.2,96.1
Burundi,6.139884552226255,10.34177474101152,21.825981323638622,79.2,1.43,41.2,5.210087065153623,19.1,39.01,10.9,79.2,121.4
Ivory Coast,4.430816798843313,10.203629181337648,24.79727512597269,57.0,3.32,50.1,4.723930521708934,36.0,35.74,32.7,64.8,99.8
Cape Verde,4.9344739331306915,6.90875477931522,21.40729444036015,60.5,12.25,37.5,4.7140245909001735,23.2,19.49,22.5,19.6,104.0
Cambodia,4.564348191467836,12.160033942617156,24.022407967429803,82.3,0.68,23.1,4.856940066090624,59.4,22.46,52.9,30.9,107.4
Cameroon,4.04305126783455,10.085850775128717,24.380666673277187,76.1,3.38,57.7,4.784570814354383,69.7,35.39,39.3,20.6,103.4
Canada,1.6094379124341003,11.184435286790631,28.182849880410927,65.1,5.56,24.5,4.7686486549805664,14.6,10.1,38.2,6.9,100.9
Central African Republic,2.1972245773362196,8.987321812850125,21.52091147820155,72.0,3.68,73.3,5.2356970045663696,39.6,35.35,35.6,8.2,102.0
Chad,2.6390573296152584,10.463131911491967,23.149390815890097,70.7,1.89,63.5,4.776599301615622,56.4,42.17,3.8,39.7,86.8
Chile,3.295836866004329,11.711784520403112,26.36630049796546,62.6,7.09,34.0,4.889672207433241,32.2,12.43,24.3,21.2,101.4
China,5.0369526024136295,14.80690913338268,30.622243234004703,68.0,4.32,59.2,4.836916626109569,32.4,10.9,22.4,56.2,100.2
Colombia,3.8501476017100584,13.083624628087817,26.503400550508733,68.8,9.71,71.2,4.95547488291898,18.3,14.88,52.7,40.3,114.5
Republic of the Congo,2.833213344056216,9.392745258631441,23.104716742144124,69.4,9.47,54.3,4.834216282954915,43.8,32.86,65.4,31.1,106.6
Costa Rica,4.61512051684126,9.210440366976517,24.84674749721408,62.1,11.85,58.3,4.866379938108757,21.5,13.97,54.6,34.5,113.3
Croatia,4.30406509320417,9.798182590890704,24.824512409401827,51.2,6.93,20.5,4.707907263439203,15.2,9.0,34.4,27.6,96.5
Cyprus,4.882801922586371,9.680406499268875,23.92457417052864,63.1,7.27,22.4,4.639668226395659,43.9,10.46,18.7,12.2,99.3
Czech Republic,4.941642422609304,10.043292972227004,26.23058420065792,60.6,1.93,46.1,4.766268106330419,14.8,10.7,34.6,45.2,100.7
Democratic Republic of the Congo,3.713572066704308,11.80560254159177,24.580190934457015,63.5,4.24,50.7,4.904163049585739,37.4,41.18,67.2,11.6,108.0
Denmark,4.927253685157205,9.61587214452889,26.57569248258522,62.2,4.91,23.8,4.712678393703377,13.7,10.6,14.7,62.0,101.3
Djibouti,3.784189633918261,9.472781556562168,21.922843906556633,60.2,10.3,37.9,4.7978545298175925,20.4,21.47,0.2,73.4,75.3
Dominican Republic,5.420534999272286,11.170449240431308,25.211242418942888,64.3,5.84,48.8,4.916324614625014,43.7,19.51,41.7,48.7,105.7
Ecuador,4.276666119016055,10.62135173563291,25.40015804025543,68.0,3.97,34.4,4.829433110570218,43.7,19.72,50.2,22.2,103.3
Egypt,4.6443908991413725,13.636385088238372,26.43757645436491,46.4,10.76,44.4,5.668397063985405,62.0,26.38,0.1,3.8,106.3
El Salvador,5.749392985908253,10.645448706505872,24.019940870146012,59.1,4.11,36.4,4.720550337028165,27.9,18.25,12.6,76.4,94.8
Equatorial Guinea,3.9318256327243257,6.90875477931522,23.123592238155833,62.0,6.43,79.4,4.831109824604303,72.0,33.24,55.5,10.1,61.8
Estonia,3.4657359027997265,8.699681400989514,24.169658037803856,63.6,5.11,47.8,4.813321919483064,22.8,10.9,51.3,23.1,97.2
Ethiopia,4.7535901911063645,11.835016210489899,25.28873488334452,79.6,2.08,37.7,4.97576775876718,37.8,32.34,12.5,36.3,101.0
Fiji,3.912023005428146,8.294299608857235,22.434456580302612,57.6,4.1,32.1,4.892602227184663,21.4,21.28,55.9,23.3,106.4
Finland,2.9444389791664403,10.12667110305036,26.317089095021114,59.1,6.59,36.6,4.730303916744857,19.9,8.6,73.1,7.5,100.2
France,4.787491742782046,12.634606283893019,28.63000394399837,55.1,8.43,60.7,4.709980550340436,6.8,11.3,31.2,52.4,102.5
Gabon,2.302585092994046,8.853808274977197,23.53615403095521,52.9,20.0,47.1,4.813727878973883,25.9,31.61,90.0,20.0,139.9
The Gambia,5.480638923341991,6.90875477931522,21.290747209337358,59.4,9.06,48.4,5.157502369905808,20.3,38.54,48.4,59.8,98.0
Georgia,4.060443010546419,10.165890277802454,23.599267942530414,68.3,14.4,9.9,4.9023817086560015,57.3,13.47,40.6,34.5,98.6
Germany,5.484796933490655,12.100717685412471,28.977958562634687,60.8,3.04,48.8,4.734881792509748,12.5,9.5,32.7,47.7,104.0
Ghana,4.927253685157205,9.680406499268875,24.927714161201244,67.8,4.33,55.4,5.596048774852819,36.1,29.41,41.2,69.0,104.8
Greece,4.406719247264253,11.891368749982085,26.06967198589604,51.8,17.24,51.9,4.6334660551429385,35.5,8.1,31.7,47.6,99.6
Guatemala,5.123963979403259,10.668978650219241,25.063302945292136,62.3,2.46,35.2,4.969257589642278,55.8,24.56,32.7,36.0,101.9
Guinea,3.9889840465642745,9.472781556562168,23.33262080146547,61.5,4.3,69.3,5.575759691269625,54.5,36.36,25.8,59.0,91.5
Guinea-Bissau,4.2626798770413155,8.294299608857235,21.016226014661644,72.0,2.47,45.5,4.724285666878253,37.2,35.13,69.8,58.0,118.7
Guyana,1.6094379124341003,8.006700845440367,22.177322496775723,56.2,11.85,30.6,4.763796549270511,40.5,19.97,83.9,8.6,97.8
Haiti,6.028278520230698,0.0,22.863212207620748,67.2,13.78,42.7,5.194566665554109,36.3,24.35,3.5,66.8,113.6
Honduras,4.499809670330265,10.043292972227004,23.945950219084345,68.8,5.39,39.1,5.019528961266375,49.1,21.6,40.0,28.9,91.5
Hungary,4.68213122712422,10.596659732783579,25.80446619046978,56.5,3.4,37.9,4.809253234563559,29.0,9.6,22.9,58.4,100.8
Iceland,1.3862943611198906,0.0,23.90912395694848,75.0,2.84,31.9,4.867534450455582,17.0,12.0,0.5,18.7,100.4
India,6.142037405587356,14.924403485964003,28.590754405645924,49.3,5.36,49.7,5.200925020539387,65.1,17.86,23.8,60.4,113.0
Indonesia,5.0238805208462765,13.423949834313948,27.74362702291029,67.5,4.69,30.1,5.025064030748377,48.3,18.07,49.9,31.5,106.4
Iran,3.970291913552122,13.241036683319184,26.82211573313171,44.7,11.38,44.7,6.313421226641622,39.7,18.78,6.6,28.2,110.7
Iraq,4.543294782270004,12.250094315624496,26.178988764472773,43.0,12.82,30.8,4.794632850933413,76.5,29.08,1.9,21.4,108.7
Republic of Ireland,4.290459441148391,9.105090961257085,26.68607035951481,62.1,4.93,26.1,4.678234756845097,15.2,12.5,11.0,64.5,100.9
Israel,5.993961427306569,12.08954444723597,26.702401358308954,64.0,3.86,25.3,4.692723082995953,24.4,20.8,7.7,24.6,104.9
Italy,5.332718793265369,12.757082940769225,28.3247902990263,49.6,9.89,59.1,4.715100245360287,22.8,7.3,31.8,43.2,101.9
Jamaica,5.6131281063880705,8.294299608857235,23.524081836324523,66.0,8.0,35.1,5.096629487263117,23.7,16.1,30.9,41.0,91.0
Japan,5.8522024797744745,12.472279517715116,29.25668065197872,61.7,2.29,46.7,4.667957174086856,13.1,7.4,68.5,12.3,98.8
Jordan,4.7535901911063645,11.661354090741,24.501612570066907,39.3,14.72,28.6,4.841032509710076,25.1,21.98,1.1,12.0,81.5
Kazakhstan,2.0794415416798357,11.170449240431308,25.917120846488025,68.8,4.59,28.4,5.213576138092946,38.8,21.77,1.2,80.4,104.4
Kenya,4.553876891600541,10.275085591132715,25.28242442463266,74.7,2.64,37.2,5.201310748605886,33.4,28.75,7.8,48.5,103.2
Kuwait,5.484796933490655,10.12667110305036,25.626770152350797,73.5,2.18,13.0,4.848900370910689,14.4,13.94,0.4,8.4,92.4
Kyrgyzstan,3.5553480614894135,9.952325334619427,22.85797882821982,59.8,6.33,29.0,5.05420550879763,48.2,27.1,3.3,55.0,107.6
Laos,3.4965075614664802,11.767575435251748,23.623248986469154,78.5,0.63,24.1,4.919031570223175,45.4,23.55,82.1,10.3,102.4
Latvia,3.4339872044851463,8.699681400989514,24.253067567814753,61.4,6.52,38.1,4.769497479409767,41.6,10.0,54.0,31.1,99.4
Lebanon,6.504288173536645,11.289794413577894,24.700459206476065,47.0,6.23,32.2,4.87534998330373,32.1,17.55,13.4,64.3,95.1
Lesotho,4.276666119016055,7.601402334583733,21.623456635644057,67.9,23.41,13.6,5.05535368778452,16.9,26.81,1.6,77.6,120.9
Liberia,3.9889840465642745,7.601402334583733,21.845112146847438,76.3,2.81,46.2,5.412226240655819,19.6,33.04,43.1,28.0,85.1
Libya,1.6094379124341003,0.0,24.675974845869252,49.7,18.56,32.6,4.841901010810817,36.7,18.83,0.1,8.7,109.0
Lithuania,3.784189633918261,10.434145214930487,24.71630305830724,61.6,6.35,42.6,4.782311682740504,32.1,10.0,34.8,47.2,103.9
Luxembourg,5.493061443340548,7.601402334583733,24.98742235714297,59.3,5.36,20.4,4.754365752349944,10.6,10.3,35.7,53.7,102.3
Madagascar,3.8918202981106265,9.99884318585288,23.368298589395756,86.1,1.76,38.3,5.222138019809219,21.7,32.66,21.4,71.2,142.5
Malawi,5.318119993844216,9.61587214452889,22.760152689586626,76.7,5.65,34.5,6.038682046717093,11.0,34.12,33.2,61.4,142.5
Malaysia,4.605170185988092,11.820417517632333,26.62234509649903,64.3,3.32,38.7,4.8077844460498085,36.7,16.75,67.6,26.3,105.3
Maldives,7.497207223203318,8.517393171418904,22.468850202526784,69.8,6.14,30.2,4.612145799724517,16.4,14.2,3.3,26.3,97.1
Mali,2.8903717578961645,9.798182590890704,23.586046045576033,70.8,7.22,54.5,4.698022803002708,46.3,41.54,3.8,33.8,75.6
Malta,7.2305631534092925,7.601402334583733,23.416957212690214,56.5,3.47,44.0,4.740138046398576,37.1,9.2,1.1,32.4,105.0
Mauritania,1.791759469228055,9.952325334619427,22.750591700252613,45.9,9.55,67.0,4.912801933747493,48.2,33.69,0.2,38.5,99.9
Mauritius,6.440946540632921,8.006700845440367,23.375129708616786,58.3,6.67,22.2,4.874510064192008,50.7,10.2,19.0,42.4,101.1
Mexico,4.204692619390966,12.724869415131389,27.860772163282626,60.7,3.42,55.1,4.959622662073724,41.4,17.6,33.9,54.6,105.8
Moldova,4.820281565605037,8.853808274977197,23.204451861952847,43.1,5.47,38.7,5.119190700650601,46.2,10.1,12.6,74.2,90.6
Mongolia,1.0986122886681098,9.798182590890704,23.35175684335273,59.7,6.01,25.7,5.281984711927139,39.3,24.13,8.0,71.5,104.0
Montenegro,3.871201010907891,9.392745258631441,22.42705654412889,54.4,14.88,22.2,4.76490524410925,31.8,11.73,61.5,19.0,100.0
Morocco,4.430816798843313,12.413090879946887,25.500078086375666,45.3,9.02,45.8,4.719123676063936,53.1,18.94,12.6,68.5,113.9
Mozambique,3.713572066704308,9.305741456739435,23.426917038421827,78.1,3.24,36.1,5.211178708731273,6.8,37.52,48.0,63.5,112.6
Myanmar,4.430816798843313,13.148033073468746,25.05512817938043,61.7,1.58,31.2,5.130963236875869,73.9,17.55,43.6,19.5,112.3
Namibia,1.3862943611198906,9.680406499268875,23.238259282249057,59.5,20.27,20.7,5.06871550517278,8.3,28.64,8.3,47.1,124.2
Nepal,5.318119993844216,11.626263078808801,24.1456172397136,83.8,1.41,41.8,5.245602008876042,60.4,19.89,25.4,28.7,142.1
Netherlands,6.2324480165505225,10.62135173563291,27.535688370547824,63.6,3.2,41.2,4.761404408018728,12.3,9.7,11.2,53.3,104.2
New Zealand,2.9444389791664403,9.105090961257085,26.055640443184288,69.9,4.07,34.6,4.7470169102163275,12.6,11.98,38.6,40.5,100.0
Nicaragua,4.02535169073515,9.392745258631441,23.250666306335997,66.4,6.84,60.6,5.098279803948302,36.0,20.64,25.9,42.1,120.6
Niger,2.995732273553991,9.210440366976517,23.282672563987024,72.0,0.47,47.2,4.703385233485046,52.3,46.08,0.9,36.1,74.7
Nigeria,5.424950017481403,12.278397958261774,26.828327847656915,52.9,8.1,34.8,5.592888157203239,72.2,37.91,7.2,77.7,84.7
Norway,2.772588722239781,10.043292972227004,26.723036699990452,63.8,3.35,36.2,4.7980194646687,14.3,10.4,33.2,2.7,100.3
Oman,2.833213344056216,10.757924157061597,25.066851688319638,72.4,2.67,27.4,4.740836797409625,6.4,19.19,0.0,4.6,103.4
Pakistan,5.662960480135946,13.749371823835228,26.44160846293723,52.6,4.45,33.9,5.211233259640923,66.5,28.25,1.9,47.8,94.3
Panama,4.07753744390572,10.165890277802454,24.92498089348017,66.6,3.9,37.2,4.812753299184245,30.5,18.98,61.9,30.4,94.4
Papua New Guinea,3.044522437723423,8.294299608857235,23.940925379883534,47.2,2.46,37.1,5.0561821090522265,5.8,27.07,74.1,2.6,108.5
Paraguay,2.9444389791664403,10.203629181337648,24.364668099266574,72.1,4.81,35.0,4.975491591960675,36.5,20.57,37.7,55.1,104.4
Peru,3.295836866004329,11.970356641102999,26.147546250650063,77.6,3.31,36.8,4.87351652213313,30.9,17.95,57.7,18.5,106.9
Philippines,5.910796644040527,11.938199736300925,26.654968459941166,59.6,2.15,43.1,4.8722157835894295,53.5,20.55,27.8,41.7,107.5
Poland,4.8283137373023015,12.160033942617156,27.10705013714439,56.7,3.47,40.8,4.74588819292697,23.2,10.2,30.9,46.9,100.0
Portugal,4.718498871295094,10.859018228147887,26.19421663002582,58.8,6.33,39.8,4.715100245360287,27.7,8.5,34.6,39.5,106.2
Qatar,5.517452896464707,9.99884318585288,25.93529633921118,86.8,0.09,11.3,4.756860699228524,6.2,9.54,0.0,5.8,103.8
Romania,4.442651256490317,11.744045122410057,26.245036482909956,54.7,3.98,20.0,4.82655218668264,21.3,9.6,30.1,58.8,85.2
Russia,2.302585092994046,14.189829624833274,28.161576763691635,61.8,4.59,46.2,5.202632116413628,36.4,11.5,49.8,13.3,102.6
Rwanda,6.26530121273771,10.463131911491967,23.03802379813662,83.7,1.03,33.2,5.024472450884278,26.0,31.7,19.7,73.4,133.0
São Tomé e Príncipe,5.43372200355424,6.90875477931522,19.87700618476784,57.8,13.37,37.0,5.226230427653136,11.7,31.54,55.8,50.7,106.8
Saudi Arabia,2.833213344056216,12.437188334739655,27.399047239501304,55.9,5.93,15.7,4.782479200958502,15.0,17.8,0.5,80.8,99.8
Senegal,4.477336814478207,9.852246888342531,23.88358347570099,45.7,6.6,44.8,4.702750514326955,44.2,34.52,42.8,46.1,81.0
Serbia,4.61512051684126,10.373522431293592,24.66308234665625,54.9,12.69,36.6,4.976733742420574,40.6,9.2,31.1,39.3,100.3
Sierra Leone,4.718498871295094,9.105090961257085,22.094820681127256,57.9,4.43,30.7,5.460266133534054,38.2,33.41,43.1,54.7,112.8
Singapore,9.031094081699155,11.302216779257382,26.642327761745452,70.5,4.11,21.0,4.748491005432314,36.7,8.8,23.1,0.9,100.6
Slovakia,4.74493212836325,9.680406499268875,25.381240072837535,59.5,5.56,49.7,4.756516938482616,18.4,10.6,40.4,39.2,98.7
Slovenia,4.6443908991413725,8.853808274977197,24.707463623881644,58.4,4.2,31.0,4.718945200246936,12.5,9.4,62.0,30.7,100.4
South Africa,3.912023005428146,11.289794413577894,26.585281074784845,56.0,28.18,29.2,5.074736219502779,7.7,20.51,7.6,79.8,100.9
South Korea,6.269096283706261,13.359805810705184,28.338564176772717,63.0,4.15,33.2,4.754968551076486,36.8,6.4,63.4,17.4,98.1
Spain,4.553876891600541,12.185875040240456,27.96328186149355,57.5,13.96,47.0,4.718141664647253,24.2,7.9,36.9,52.6,102.7
Sri Lanka,5.834810737062605,12.666660207428574,25.15418719885853,53.9,4.2,55.2,5.053247684900132,38.4,15.83,32.9,43.7,100.2
Sudan,3.258096538021482,11.728044909070785,23.66254862350654,48.4,16.53,45.4,7.204290545999649,63.2,32.18,8.1,28.7,76.8
Suriname,1.6094379124341003,7.601402334583733,22.105866067660873,51.1,7.33,27.9,5.689210145472944,10.1,18.54,98.3,0.6,108.8
Sweden,3.258096538021482,10.308985993422082,26.997713135860565,64.6,6.48,49.1,4.7141142729772705,15.2,11.4,68.9,7.4,126.6
Switzerland,5.393627546352362,9.952325334619427,27.278739984131327,68.3,4.58,28.8,4.610655116218661,28.3,10.0,31.8,38.4,105.2
Syria,4.564348191467836,12.384223015005313,24.42221952532628,44.1,8.37,42.7,4.971201224850849,53.7,23.69,2.7,75.8,81.7
Tajikistan,4.23410650459726,9.741027444837728,22.817180485474506,42.0,11.02,67.3,5.007764510671235,63.1,30.76,3.0,34.1,100.9
Tanzania,4.219507705176107,10.239995502805316,24.869207226938478,83.4,1.98,43.8,5.238726585134399,26.1,36.7,51.6,44.8,94.2
Thailand,4.927253685157205,13.02805489573287,27.021571450551303,67.3,0.75,29.5,4.738564069158622,11.8,10.34,32.2,43.3,99.8
East Timor,4.499809670330265,7.601402334583733,21.238207160190047,67.3,4.55,17.3,4.986205980173081,10.2,29.42,45.4,25.6,115.3
Togo,5.030437921392435,9.210440366976517,22.42071085709905,77.6,2.04,48.2,4.738826570800765,51.0,33.11,3.1,70.2,123.8
Trinidad and Tobago,5.6131281063880705,8.294299608857235,23.905486093797645,60.0,2.69,40.5,4.96109484853612,37.3,12.94,46.0,10.5,106.2
Tunisia,4.343805421853684,10.778977123006351,24.38162705928219,46.1,16.02,60.7,5.051969157589233,39.8,17.56,6.8,64.8,115.4
Turkey,4.709530201312334,13.146081857144738,27.34920408803388,52.8,13.49,42.3,5.461456103925217,16.9,16.03,15.4,49.8,93.2
Uganda,5.438079308923196,10.736418414365376,24.260951096557655,70.3,1.84,33.7,5.1640428407255685,40.5,38.14,9.7,71.9,102.7
Ukraine,4.330733340286331,12.601490784782536,25.75879579878925,54.2,8.88,45.2,5.644244761940005,47.8,8.7,16.7,71.7,99.0
United Arab Emirates,4.77912349311153,11.050905878263567,26.766236542139985,82.1,2.35,15.9,4.749443675144516,17.8,10.33,4.6,5.5,108.4
United Kingdom,5.641907070938114,11.904974309480183,28.670277230873207,62.8,3.85,30.6,4.792645108022841,14.8,11.0,13.1,71.7,101.2
United States,3.6109179126442243,14.122260428968183,30.69570559347596,62.0,14.7,36.6,4.772716457199891,11.1,11.6,33.9,44.4,101.8
Uruguay,3.044522437723423,9.99884318585288,24.749437065929047,64.0,8.73,41.8,5.31772776006786,16.2,13.86,10.7,82.6,108.5
Venezuela,3.4965075614664802,12.745488641595722,26.901955147893304,59.7,8.8,73.3,7.916176595647115,45.8,17.88,52.7,24.5,97.2
Vietnam,5.752572638825633,13.165424782571753,26.291309703322145,77.4,2.01,37.6,5.103032143362223,43.5,16.75,48.1,39.3,110.6
Yemen,4.04305126783455,10.596659732783579,24.015927378978343,38.0,12.91,26.6,5.066259197844253,81.0,30.45,1.0,44.6,93.6
Zambia,3.258096538021482,9.680406499268875,23.86157012036981,74.6,11.43,15.6,5.3627465067037265,27.5,36.19,65.2,32.1,98.7
Zimbabwe,3.6635616461296463,10.839600519357369,23.788559564360423,83.1,4.95,31.6,4.6682388774550745,25.8,30.68,35.5,41.9,109.9
