Country,Density(P/Km2),Armed Forces,GDP,Labor force participation(%),Unemployment rate,Total tax rate,CPI,Self-paid Health,Birth Rate,Forested Area(%),Agricultural Land(%),Primary educ. enr.(%),Cluster
Libya,0.06439669665737752,0.0,0.37809355362635166,0.23975409836065587,0.6575293698825205,0.2502543234994914,0.07141402388050766,0.41153342070773274,0.31325604838709675,0.0010172939979654122,0.09878048780487805,0.5848822800495662,medium_rich
Montenegro,0.34952349019894313,0.6293548192706706,0.1457547916682591,0.33606557377049184,0.5265218939124244,0.14445574771108852,0.04815742660851963,0.34731323722149415,0.13432459677419356,0.6256358087487284,0.22439024390243903,0.47335811648079307,medium_rich
Panama,0.3755350762802503,0.6811589010819226,0.40381870192419234,0.5860655737704916,0.13563545745817018,0.29704984740590035,0.06260994776387308,0.3302752293577982,0.3170362903225807,0.62970498474059,0.36341463414634145,0.40396530359355654,medium_rich
Papua New Guinea,0.2453091226461889,0.5557541791641991,0.302154608768765,0.18852459016393452,0.08437166251334995,0.29603255340793494,0.13613770179536555,0.006553079947575369,0.5209173387096775,0.7538148524923702,0.024390243902439025,0.5786864931846344,medium_rich
Peru,0.27699081254325164,0.8020660023270475,0.5301235664796948,0.8114754098360655,0.11463154147383411,0.29298067141403866,0.0809634997266393,0.33551769331585846,0.29107862903225806,0.5869786368260428,0.21829268292682927,0.5588599752168525,medium_rich
Suriname,0.06439669665737752,0.5093270455822672,0.11257217334123482,0.26844262295081966,0.25774296902812394,0.20244150559511698,0.3273440334626154,0.06290956749672345,0.30594758064516125,1.0,0.0,0.5824039653035934,medium_rich
Sweden,0.2722331176669769,0.6907469369289971,0.6179554461058765,0.5450819672131146,0.22748309006763975,0.41810783316378436,0.032815996666688996,0.12975098296199217,0.12600806451612906,0.700915564598169,0.0829268292682927,0.8029739776951671,medium_rich
East Timor,0.428768381750365,0.5093270455822672,0.022933169466492487,0.6004098360655739,0.1587753648985404,0.09460834181078334,0.11500138849254737,0.06422018348623852,0.5801411290322582,0.46185147507629704,0.30487804878048785,0.6629491945477074,medium_rich
Trinidad and Tobago,0.5691177030732193,0.5557541791641991,0.29849332865578715,0.4508196721311475,0.09255962976148095,0.3306205493387589,0.10741656272169364,0.4193971166448231,0.16481854838709675,0.46795523906408953,0.12073170731707317,0.5501858736059481,medium_rich
Zambia,0.2722331176669769,0.6486293745926285,0.29395631061982197,0.75,0.40370238519045926,0.07731434384537131,0.2287355813871721,0.290956749672346,0.7507560483870968,0.6632756866734487,0.38414634146341464,0.4572490706319702,medium_rich
